N,Sect,Year,Mo,Da,Ho,Mi,Se,EpicentralArea,MainRef,TLDef,LatDef,LonDef,DepDef,IoDef,TIoDef,MwDef,ErMwDef,TMwDef,RefM,MdpN,Imax,LatM,LonM,ErrLatM,ErrLonM,TepiM,Io,MwM,ErMwM,TMwM,RefIns,LatIns,LonIns,DepIns,MwIns,ErMwIns,TMwIns,RefMwIns,EqID,CPTI11id
2321,MA,1924,11,12,06,46,,Isola di Ustica,MOLAL008,MM,38.709,13.193,,6,bx,4.63,0.46,Mdm,MOLAL008,1,6,38.709,13.193,,,bx0,6,4.63,0.46,bxi,,,,,,,,,19241112_0646_000,1854
2322,MA,1924,11,28,09,11,,Balsorano,MOLAL008,MM,41.808,13.560,,5-6,bx,4.40,0.46,Mdm,MOLAL008,1,5-6,41.808,13.560,,,bx0,5-6,4.40,0.46,bxi,,,,,,,,,19241128_0911_000,1853
2323,MA,1924,12,12,03,29,,Carnia,BARAL990,MI,46.462,12.982,,7,bx,5.42,0.10,Wmim,BARAL990,78,7,46.462,12.982,3.9,2.0,bx0,7,5.24,0.17,bxn,SANAL014,46.400,13.020,18.0,5.54,0.14,Pry_msmb,MARAL993,19241212_0329_000,1855
2324,MA,1925,02,27,05,41,,Ljubljana,ZIVC009,PC,45.950,14.400,,5,pc,4.16,0.46,MIo,,,,,,,,,,,,,,,,,,,,,19250227_0541_000,
2325,MA,1925,03,08,15,46,,Monti Nebrodi,AMGNDT995,MM,37.813,14.370,,6-7,bx,4.57,0.36,Mdm,AMGNDT995,15,7,37.813,14.370,6.4,1.2,bx0,6-7,4.57,0.36,bxn,,,,,,,,,19250308_1546_000,1856
2326,MA,1925,03,15,17,15,,Appennino tosco-emiliano,AMGNDT995,MM,44.282,10.286,,4,bx,4.10,0.24,Mdm,AMGNDT995,16,4-5,44.282,10.286,8.6,11.6,bx0,4,4.10,0.24,bxn,,,,,,,,,19250315_1715_000,1857
2327,MA,1925,03,21,07,33,40.00,Colline Metallifere,MOLAL008,MM,43.227,10.871,,5-6,bx,4.29,0.31,Mdm,MOLAL008,17,5-6,43.227,10.871,1.0,1.7,bx0,5-6,4.29,0.31,bxn,,,,,,,,,19250321_0733_000,1858
2328,MA,1925,05,02,00,32,,Slovenia centrale,ZIVC009,PC,45.970,14.250,,5,pc,4.16,0.46,MIo,,,,,,,,,,,,,,,,,,,,,19250502_0032_000,
2329,MA,1925,07,04,17,48,,Bellunese,CAMA001b,MI,46.142,12.251,,4,bx,3.87,0.31,Mdm,CAMA001b,12,5,46.142,12.251,4.3,8.4,bx0,4,3.87,0.31,bxn,SANAL014,46.150,11.830,3.0,,,,,19250704_1748_000,1859
2330,EV,1925,07,06,06,36,,Etna - Versante orientale,AZZAL000,MM,37.643,15.115,,5,bx,2.63,0.29,MIo,AZZAL000,6,5,37.643,15.115,2.8,1.3,bx0,5,2.63,0.29,IoV1,,,,,,,,,19250706_0636_000,
2331,MA,1925,07,20,15,03,30.00,Garfagnana,MOLAL008,MM,44.051,10.378,,4-5,bx,3.95,0.40,Mdm,MOLAL008,7,4-5,44.051,10.378,6.6,6.9,bx0,4-5,3.95,0.40,bxn,,,,,,,,,19250720_1503_000,1860
2332,MA,1925,07,21,12,02,,Avant-Pays Savoyard,SISFR014,MM,46.171,6.066,,5,bx,4.21,0.36,Mdm,SISFR014,29,5,46.171,6.066,2.5,2.2,bx0,5,4.21,0.36,bxn,,,,,,,,,19250721_1202_000,1861
2333,MA,1925,07,28,03,33,,Tavoliere delle Puglie,AMGNDT995,MM,41.264,15.898,,5,bx,4.20,0.52,Mdm,AMGNDT995,6,6,41.264,15.898,,,bx0,5,4.20,0.52,bxn,,,,,,,,,19250728_0333_000,1862
2334,MA,1925,08,03,00,31,44.00,Alta Carniola,ZIVC009,PC,46.230,14.500,,5,pc,4.16,0.46,MIo,,,,,,,,,,,,,,,,,,,,,19250803_0031_000,
2335,MA,1925,08,21,19,11,,Sicilia centro-settentrionale,MOLAL008,MM,37.715,14.592,,6,bx,4.51,0.42,Mdm,MOLAL008,14,6,37.715,14.592,4.2,2.7,bx0,6,4.51,0.42,bxn,,,,,,,,,19250821_1911_000,1863
2336,MA,1925,08,25,05,10,,Gargano,AMGNDT995,MM,41.882,16.180,,5,bx,4.92,0.13,Wmim,AMGNDT995,14,6,41.882,16.180,,,bx0,5,4.54,0.32,bxn,,,,,5.00,0.14,Pry_msmb,MARAL993,19250825_0510_000,1864
2337,MA,1925,09,03,18,55,,Monte Amiata,MOLAL008,MM,42.867,11.602,,5,bx,4.16,0.46,Mdm,MOLAL008,5,5-6,42.867,11.602,2.1,3.3,bx0,5,4.16,0.46,bxi,,,,,,,,,19250903_1855_000,1865
2338,MA,1925,09,05,07,42,58.22,Costa croata settentrionale,SANAL014,II,45.380,14.800,,,,5.35,0.14,InsC,,,,,,,,,,,,,SANAL014,45.380,14.800,,5.35,0.14,Pry_msmb,MARAL993,19250905_0743_000,
2339,MA,1925,09,10,10,33,30.00,Costa croata settentrionale,HERA995,PC,45.100,14.600,,5,pc,4.16,0.46,MIo,,,,,,,,,,,,,,,,,,,,,19250910_1033_000,
2340,MA,1925,09,11,04,40,50.00,Costa croata settentrionale,HERA995,PC,45.130,14.770,,6,pc,5.11,0.14,InsC,,,,,,,,,,,,,,,,,5.11,0.14,Pry_msmb,MARAL993,19250911_0442_000,1866
2341,MA,1925,09,11,06,58,47.00,Costa croata settentrionale,HERA995,PC,45.180,14.880,,5,pc,4.16,0.46,MIo,,,,,,,,,,,,,,,,,,,,,19250911_0658_000,
2342,MA,1925,09,24,13,33,46.00,Molise occidentale,CFTI4med,MM,41.719,14.188,,7,bx,5.26,0.10,Wmim,CFTI4med,50,7-8,41.719,14.188,4.0,2.1,bx0,7,5.09,0.17,bxn,,,,,5.38,0.13,Pry_msmb,MARAL993,19250924_1333_000,1867
2343,MA,1925,11,23,06,27,,Steiermark. Jochberg,ZAMG010,PC,47.380,12.420,,5,pc,4.16,0.46,MIo,,,,,,,,,,,,,,,,,,,,,19251123_0627_000,
2344,MA,1926,01,01,18,04,03.00,Carniola interna,CFTI4med,MM,45.760,14.281,,7-8,bx,5.72,0.09,Wmim,CFTI4med,63,7-8,45.760,14.281,14.9,5.8,bx0,7-8,5.71,0.15,bxn,,,,,5.73,0.13,Pry_msmb,MARAL993,19260101_1804_000,1868
2345,MA,1926,01,08,09,14,,Monte Amiata,ENEL995,MM,42.852,11.631,,7,bx,4.90,0.35,Mdm,ENEL995,24,7,42.852,11.631,1.5,2.0,bx0,7,4.90,0.35,bxn,,,,,,,,,19260108_0914_000,1869
2346,MA,1926,06,28,21,15,,Appennino reggiano,AMGNDT995,MM,44.488,10.488,,3-4,bx,3.46,0.46,Mdm,AMGNDT995,3,4,44.488,10.488,20.0,7.3,bx0,3-4,3.46,0.46,bxi,,,,,,,,,19260628_2115_000,1870
2347,MA,1926,07,23,04,33,,Tirol. Obertilliach,ZAMG010,PC,46.710,12.620,,5,pc,4.16,0.46,MIo,,,,,,,,,,,,,,,,,,,,,19260723_0433_000,
2348,MA,1926,08,14,23,38,,Slovenia centrale,ZIVC009,PC,45.900,14.700,,5,pc,4.16,0.46,MIo,,,,,,,,,,,,,,,,,,,,,19260814_2338_000,
2349,MA,1926,08,17,01,42,,Isole Eolie,AMGNDT995,MM,38.565,14.836,,7-8,bx,5.28,0.11,Wmim,AMGNDT995,35,7-8,38.565,14.836,0.7,1.7,bx0,7-8,5.43,0.26,bxn,,,,,5.25,0.13,Pry_msmb,MARAL993,19260817_0142_000,1871
2350,MA,1926,09,28,21,30,47.91,Carnia,SANAL014,II,46.350,12.890,15.0,,,,,,,,,,,,,,,,,,SANAL014,46.350,12.890,15.0,,,,,19260928_2130_000,1872
2351,MA,1926,10,21,09,29,42.00,Costa croata settentrionale,HERA995,PC,45.110,14.880,,5,pc,4.16,0.46,MIo,,,,,,,,,,,,,,,,,,,,,19261021_0929_000,
2352,MA,1926,11,18,22,57,,Lunigiana,MOLAL008,MM,44.313,9.786,,5,bx,4.25,0.46,Mdm,MOLAL008,17,5-6,44.313,9.786,7.8,8.3,bx0,5,4.25,0.46,bxn,,,,,,,,,19261118_2257_000,1873
2353,MA,1926,12,18,21,07,20.00,Marsica,MOLAL008,MM,42.021,13.541,,5,bx,4.24,0.28,Mdm,MOLAL008,24,6,42.021,13.541,7.0,0.4,bx0,5,4.24,0.28,bxn,,,,,,,,,19261218_2107_000,1874
2354,MA,1927,01,31,11,32,,Slovenia centrale,ZIVC009,PC,46.130,14.750,,5,pc,4.16,0.46,MIo,,,,,,,,,,,,,,,,,,,,,19270131_1132_000,
2355,MA,1927,05,25,02,50,,Sannio,AMGNDT995,MM,41.250,14.624,,6,bx,4.98,0.10,Wmim,AMGNDT995,54,6-7,41.250,14.624,2.9,2.4,bx0,6,4.78,0.17,bxn,,,,,5.11,0.13,Pry_msmb,MARAL993,19270525_0250_000,1875
2356,MA,1927,06,21,15,13,30.00,Val di Susa,CFTI4med,MM,45.137,7.215,,4,bx,4.14,0.55,Mdm,CFTI4med,4,4,45.137,7.215,,,bxM,4,4.14,0.55,bxn,,,,,,,,,19270621_1613_000,
2357,MA,1927,08,13,01,00,51.00,Alta Engadina,ECOS-09,PC,46.500,9.900,,5,pc,4.40,0.50,Mpc,STAL988,19,D,,,,,,,,,,,,,,5.69,0.27,Pry_msmb,MARAL993,19270813_0100_000,1876
2358,MA,1927,08,16,00,53,,Valnerina,AMGNDT995,MM,42.899,13.074,,6,bx,4.57,0.33,Mdm,AMGNDT995,17,6,42.899,13.074,5.4,2.2,bx0,6,4.57,0.33,bxn,,,,,,,,,19270816_0053_000,1877
2359,MA,1927,09,22,19,38,45.00,Valledolmo,MOLAL008,MM,37.747,13.826,,4-5,bx,3.93,0.46,Mdm,MOLAL008,3,5-6,37.747,13.826,,,bx0,4-5,3.93,0.46,bxi,,,,,,,,,19270922_1938_000,1878
2360,MA,1927,10,11,14,45,08.00,Marsica,MOLAL999a,MM,41.841,13.466,,7,bx,5.20,0.09,Wmim,MOLAL999a,81,7,41.841,13.466,9.0,2.6,bx0,7,5.14,0.14,bxn,,,,,5.27,0.13,Pry_msmb,MARAL993,19271011_1445_000,1879
2361,MA,1927,10,28,21,49,,Alta Val di Taro,CASAL996,MM,44.520,9.590,,6,bx,4.66,0.20,Mdm,CASAL996,39,6,44.520,9.590,1.8,1.1,bx0,6,4.66,0.20,bxn,,,,,,,,,19271028_2149_000,1880
2362,MA,1927,11,20,10,24,12.00,Appennino reggiano,MOLAL008,MM,44.358,10.378,,5,bx,4.29,0.33,Mdm,MOLAL008,16,5-6,44.358,10.378,0.6,4.4,bx0,5,4.29,0.33,bxn,,,,,,,,,19271120_1024_000,1881
2363,MA,1927,11,30,02,58,24.00,Bacino di Gubbio,MOLAL008,MM,43.451,12.453,,5,bx,4.29,0.39,Mdm,MOLAL008,18,5-6,43.451,12.453,4.5,7.1,bx0,5,4.29,0.39,bxn,,,,,,,,,19271130_0258_000,1882
2364,MA,1927,12,01,09,55,37.00,Bacino di Gubbio,MOLAL008,MM,43.417,12.417,,5-6,bx,4.56,0.38,Mdm,MOLAL008,13,5-6,43.417,12.417,3.7,7.9,bx0,5-6,4.56,0.38,bxn,,,,,,,,,19271201_0955_000,
2365,MA,1927,12,10,02,,,Valli di Lanzo,CFTI4med,MM,45.239,7.376,,5,bx,4.16,0.46,Mdm,CFTI4med,1,5,45.239,7.376,,,bx0,5,4.16,0.46,bxi,,,,,,,,,19271210_0200_000,
2366,MA,1927,12,11,15,49,,Val di Susa,AMGNDT995,MM,45.151,7.275,,5,bx,4.36,0.35,Mdm,AMGNDT995,13,5-6,45.151,7.275,5.2,8.8,bx0,5,4.36,0.35,bxn,,,,,,,,,19271211_1549_000,1883
2367,MA,1927,12,26,15,06,14.00,Colli Albani,CFTI4med,MM,41.700,12.701,,7,bx,4.89,0.18,Mdm,CFTI4med,38,8,41.700,12.701,1.3,0.7,bx0,7,4.89,0.18,bxn,,,,,,,,,19271226_1506_000,1884
2368,MA,1927,12,27,08,49,,Deliceto,AMGNDT995,MM,41.222,15.386,,5-6,bx,4.40,0.46,Mdm,AMGNDT995,2,6-7,41.222,15.386,,,bx0,5-6,4.40,0.46,bxi,,,,,,,,,19271227_0849_000,1885
2369,MA,1928,02,02,14,43,,Caronia,MOLAL008,MM,38.023,14.441,,4-5,bx,3.93,0.46,Mdm,MOLAL008,3,5-6,38.023,14.441,,,bx0,4-5,3.93,0.46,bxi,,,,,,,,,19280202_1443_000,1886
2370,MA,1928,02,07,04,52,,Tirol. Maurach,ZAMG010,PC,47.430,11.750,,5,pc,4.16,0.46,MIo,,,,,,,,,,,,,,,,,,,,,19280207_0452_000,
2371,MA,1928,02,07,23,,,Corsica,SISFR014,MM,41.795,8.934,,5,bx,4.46,0.40,Mdm,SISFR014,29,5,41.795,8.934,7.1,8.4,bx0,5,4.46,0.40,bxn,,,,,,,,,19280207_2300_000,
2372,MA,1928,02,21,04,37,,Alta Val di Taro,AMGNDT995,MM,44.440,9.611,,5,bx,4.16,0.46,Mdm,AMGNDT995,8,6,44.440,9.611,7.0,1.5,bx0,5,4.16,0.46,bxi,,,,,,,,,19280221_0437_000,1887
2373,MA,1928,03,07,10,55,,Calabria centro-meridionale,BARAL980,MM,38.686,15.936,,7-8,bx,5.87,0.12,Wmim,BARAL980,30,8,38.686,15.936,8.3,6.2,bx4,7-8,5.68,0.30,bxn,,,,,5.92,0.14,Pry_msmb,MARAL993,19280307_1055_000,1888
2374,MA,1928,03,26,14,40,32.58,Carnia,SANAL014,II,46.490,13.180,2.0,,,5.71,0.14,InsC,,,,,,,,,,,,,SANAL014,46.490,13.180,2.0,5.71,0.14,Pry_msmb,MARAL993,19280326_1440_000,
2375,MA,1928,03,27,08,32,,Carnia,BARAL990,MI,46.372,12.975,,9,bx,6.02,0.08,Wmim,BARAL990,359,9,46.372,12.975,2.5,1.6,bx0,9,5.99,0.10,bxn,SANAL014,46.270,13.020,18.0,6.08,0.14,Pry_msmb,MARAL993,19280327_0832_000,1889
2376,MA,1928,03,29,14,52,29.69,Carnia,SANAL014,II,46.610,12.980,4.0,,,,,,,,,,,,,,,,,,SANAL014,46.610,12.980,4.0,,,,,19280329_1452_000,
2377,MA,1928,04,21,13,56,,Val d'Orcia,AMGNDT995,MM,43.026,11.503,,5-6,bx,4.40,0.46,Mdm,AMGNDT995,3,6-7,43.026,11.503,3.6,1.1,bx0,5-6,4.40,0.46,bxi,,,,,,,,,19280421_1356_000,1890
2378,MA,1928,05,30,20,01,,Senigallia,AMGNDT995,MM,43.865,13.228,,5,bx,5.02,0.13,Wmim,AMGNDT995,17,5,43.865,13.228,6.5,5.6,bx4,5,4.40,0.39,bxn,,,,,5.10,0.14,Pry_msmb,MARAL993,19280530_2001_000,1891
2379,MA,1928,06,13,08,,,Carpi,ENEL985,MM,44.797,10.872,,6,bx,4.67,0.23,Mdm,ENEL985,35,7,44.797,10.872,4.4,2.6,bx0,6,4.67,0.23,bxn,,,,,,,,,19280613_0800_000,1892
2380,MA,1928,07,20,19,53,,Alta Val di Taro,AMGNDT995,MM,44.508,9.587,,6,bx,4.39,0.18,Wmim,AMGNDT995,13,6,44.508,9.587,2.3,2.8,bx0,6,4.71,0.37,bxn,,,,,4.28,0.22,Pry_msmb,MARAL993,19280720_1953_000,1893
2381,MA,1928,07,25,01,25,,Carpi,CFTI4med,MM,44.783,10.872,,4-5,bx,3.93,0.46,Mdm,CFTI4med,3,5,44.783,10.872,8.7,2.8,bx0,4-5,3.93,0.46,bxi,,,,,,,,,19280725_0125_000,
2382,MA,1928,08,02,08,42,,Carnia,MOLAL008,MM,46.398,13.019,,5-6,bx,4.40,0.46,Mdm,MOLAL008,1,5-6,46.398,13.019,,,bx0,5-6,4.40,0.46,bxi,,,,,,,,,19280802_0842_000,1894
2383,MA,1928,08,03,23,09,,Lunigiana,MOLAL008,MM,44.126,10.201,,5,bx,4.26,0.23,Mdm,MOLAL008,21,5-6,44.126,10.201,10.4,4.3,bx0,5,4.26,0.23,bxn,,,,,,,,,19280803_2309_000,1895
2384,MA,1928,09,03,01,40,,Cirò Marina,MOLAL008,MM,39.369,17.128,,5-6,bx,4.40,0.46,Mdm,MOLAL008,1,5-6,39.369,17.128,,,bx0,5-6,4.40,0.46,bxi,,,,,,,,,19280903_0140_000,1896
2385,MA,1928,11,16,03,17,15.00,Carnia,MOLAL008,MM,46.394,12.994,,5,bx,4.36,0.40,Mdm,MOLAL008,10,6,46.394,12.994,1.5,2.8,bx0,5,4.36,0.40,bxn,,,,,,,,,19281116_0317_000,1897
2386,MA,1928,12,30,16,34,,Basso Vallese,SISFR014,MM,46.205,6.928,,4-5,bx,4.19,0.34,Mdm,SISFR014,8,5,46.205,6.928,5.0,5.9,bx0,4-5,4.19,0.34,bxn,,,,,,,,,19281230_1634_000,1898
2387,MA,1929,01,06,14,13,40.00,Catanzarese,MOLAL008,MM,38.828,16.449,,6,bx,4.25,0.36,Mdm,MOLAL008,12,6,38.828,16.449,0.5,2.7,bx0,6,4.25,0.36,bxn,,,,,,,,,19290106_1413_000,1899
2388,MA,1929,01,14,04,01,,Monti della Meta,MOLAL008,MM,41.848,13.501,,4-5,bx,4.42,0.16,Wmim,MOLAL008,32,5,41.848,13.501,5.3,4.5,bx0,4-5,4.16,0.24,bxn,,,,,4.67,0.23,Pry_msmb,MARAL993,19290114_0401_000,1900
2389,MA,1929,01,22,10,06,50.00,Marche Centrali,MOLAL008,MM,43.366,13.094,,5-6,bx,4.40,0.45,Mdm,MOLAL008,20,6,43.366,13.094,4.8,3.3,bx0,5-6,4.40,0.45,bxn,,,,,,,,,19290122_1006_000,1901
2390,MA,1929,02,22,08,17,,Stretto di Messina,MOLAL008,MM,38.147,15.601,,4,bx,3.70,0.46,Mdm,MOLAL008,2,4-5,38.147,15.601,4.3,4.0,bx0,4,3.70,0.46,bxi,,,,,,,,,19290222_0817_000,1902
2391,MA,1929,04,10,05,44,,Bolognese,CAMMO994,MM,44.445,11.387,,6,bx,5.05,0.08,Wmim,CAMMO994,87,7,44.445,11.387,5.5,9.1,bx0,6,4.81,0.12,bxn,,,,,5.35,0.13,Pry_msmb,MARAL993,19290410_0543_000,1903
2392,MA,1929,04,11,00,56,,Bolognese,CAMMO994,MI,44.312,11.665,,4,bx,4.72,0.16,Wmim,CAMMO994,10,4,44.312,11.665,7.8,8.6,bx0,4,4.01,0.35,bxn,ISS,43.800,11.200,,4.92,0.19,Pry_msmb,MARAL993,19290411_0056_000,1904
2393,MA,1929,04,12,00,32,,Bolognese,CAMMO994,MI,44.539,11.478,,4,bx,4.82,0.22,Wmim,CAMMO994,7,4,44.539,11.478,25.7,14.3,bx0,4,3.90,0.55,bxn,ISS,43.800,11.200,,5.00,0.24,Pry_msmb,MARAL993,19290412_0032_000,1905
2394,MA,1929,04,19,04,16,,Bolognese,CAMMO994,MM,44.496,11.202,,6-7,bx,5.13,0.09,Wmim,CAMMO994,82,6-7,44.496,11.202,1.6,1.9,bx0,6-7,5.04,0.12,bxn,,,,,5.27,0.14,Pry_msmb,MARAL993,19290419_0415_000,1906
2395,MA,1929,04,19,22,40,,Bolognese,CAMMO994,MM,44.479,11.179,,5-6,bx,4.54,0.38,Mdm,CAMMO994,12,5-6,44.479,11.179,3.0,2.2,bx0,5-6,4.54,0.38,bxn,,,,,,,,,19290419_2240_000,
2396,MA,1929,04,20,01,10,,Bolognese,CAMMO994,MM,44.481,11.150,,7,bx,5.36,0.08,Wmim,CAMMO994,109,7-8,44.481,11.150,1.4,1.8,bx0,7,5.23,0.12,bxn,,,,,5.54,0.13,Pry_msmb,MARAL993,19290420_0109_000,1907
2397,MA,1929,04,22,08,26,,Bolognese,CAMMO994,MM,44.482,11.111,,6-7,bx,5.10,0.11,Wmim,CAMMO994,41,6-7,44.482,11.111,4.4,2.6,bx0,6-7,4.95,0.20,bxn,,,,,5.18,0.14,Pry_msmb,MARAL993,19290422_0825_000,1908
2398,MA,1929,04,22,14,19,,Bolognese,CAMMO994,MM,44.469,11.223,,5-6,bx,4.61,0.32,Mdm,CAMMO994,12,5-6,44.469,11.223,3.6,5.6,bx0,5-6,4.61,0.32,bxn,,,,,,,,,19290422_1419_000,
2399,MA,1929,04,28,19,40,,Bolognese,CAMMO994,MM,44.486,11.175,,6,bx,4.73,0.14,Wmim,CAMMO994,20,6,44.486,11.175,1.8,2.2,bx0,6,4.73,0.58,bxn,,,,,4.74,0.15,Pry_msmb,MARAL993,19290428_1939_000,1909
2400,MA,1929,04,29,18,36,,Bolognese,CAMMO994,MM,44.489,11.110,,6,bx,5.20,0.11,Wmim,CAMMO994,45,6,44.489,11.110,4.9,3.8,bx0,6,4.91,0.20,bxn,,,,,5.34,0.14,Pry_msmb,MARAL993,19290429_1835_000,1910
2401,MA,1929,05,01,21,13,,Imolese,CAMMO994,MM,44.424,11.529,,4,bx,4.57,0.16,Wmim,CAMMO994,3,4-5,44.424,11.529,7.8,14.7,bx0,4,3.70,0.46,bxi,,,,,4.71,0.18,Pry_msmb,MARAL993,19290501_2113_000,1911
2402,MA,1929,05,07,17,06,,Valle Umbra,MOLAL008,MM,42.888,12.741,,5,bx,4.16,0.46,Mdm,MOLAL008,4,5-6,42.888,12.741,7.5,3.0,bx0,5,4.16,0.46,bxi,,,,,,,,,19290507_1706_000,1912
2403,MA,1929,05,11,19,23,,Bolognese,CAMMO994,MM,44.479,11.112,,6-7,bx,5.29,0.10,Wmim,CAMMO994,64,6-7,44.479,11.112,1.7,2.0,bx0,6-7,5.06,0.16,bxn,,,,,5.45,0.13,Pry_msmb,MARAL993,19290511_1922_000,1913
2404,MA,1929,07,18,21,02,,Mugello,MAMO983,MM,43.988,11.507,,6-7,bx,4.96,0.10,Wmim,MAMO983,56,7,43.988,11.507,4.8,5.7,bx0,6-7,4.89,0.15,bxn,,,,,5.03,0.14,Pry_msmb,MARAL993,19290718_2102_000,1914
2405,MA,1929,08,17,04,25,,Bolognese,CAMMO994,MM,44.481,11.131,,4-5,bx,3.89,0.36,Mdm,CAMMO994,10,5,44.481,11.131,1.9,2.3,bx0,4-5,3.89,0.36,bxn,,,,,,,,,19290817_0425_000,
2406,MA,1929,09,02,05,52,,Alta Carniola,ZIVC009,PC,46.400,14.280,,6,pc,4.63,0.46,MIo,,,,,,,,,,,,,,,,,,,,,19290902_0552_000,1915
2407,MA,1929,10,03,17,05,14.00,Valli del Natisone,MOLAL008,MM,46.136,13.594,,5,bx,4.06,0.44,Mdm,MOLAL008,17,5-6,46.136,13.594,2.9,6.5,bx0,5,4.06,0.44,bxn,,,,,,,,,19291003_1705_000,1916
2408,MA,1929,10,12,06,10,,Bassa Engadina. Piz dal Fuorn,ECOS-09,PC,46.667,10.217,,5,pc,3.90,0.50,Mpc,,,,,,,,,,,,,,,,,,,,,19291012_0610_000,1917
2409,MA,1929,12,12,13,01,,Monti Volsini,ENEL995,MM,42.683,11.845,,5,bx,4.16,0.46,Mdm,ENEL995,6,6,42.683,11.845,1.0,2.3,bx0,5,4.16,0.46,bxi,,,,,,,,,19291212_1301_000,1918
2410,MA,1930,01,10,21,53,36.00,Carnia,MOLAL008,MI,46.376,12.998,,5,bx,4.48,0.15,Wmim,MOLAL008,11,5-6,46.376,12.998,9.7,2.4,bx0,5,4.04,0.36,bxn,SANAL014,46.310,12.980,3.0,4.59,0.18,Pry_msmb,MARAL993,19300110_2153_000,1919
2411,MA,1930,02,08,01,,,Corsica,SISFR014,MM,42.467,9.367,,4-5,bx,3.93,0.46,Mdm,SISFR014,4,5-6,42.467,9.367,,,bx0,4-5,3.93,0.46,bxi,,,,,,,,,19300208_0100_000,1920
2412,MA,1930,02,25,13,35,54.00,Carniola interna,ZIVC009,PC,45.830,14.250,,6,pc,4.63,0.46,MIo,,,,,,,,,,,,,,,,,,,,,19300225_1335_000,1921
2413,MA,1930,03,26,10,52,,Tirreno meridionale,AMGNDT995,MM,38.547,14.471,,6-7,bx,4.92,0.36,Mdm,AMGNDT995,11,7-8,38.547,14.471,1.4,9.6,bx0,6-7,4.92,0.36,bxn,,,,,,,,,19300326_1052_000,1922
2414,MA,1930,04,07,17,17,18.00,Monti Sibillini,MOLAL008,MM,42.812,13.196,,5-6,bx,4.50,0.21,Mdm,MOLAL008,28,6,42.812,13.196,4.7,5.4,bx0,5-6,4.50,0.21,bxn,,,,,,,,,19300407_1717_000,1923
2415,MA,1930,04,27,01,46,,Salernitano,AMGNDT995,MM,40.769,14.700,,7,bx,4.98,0.34,Mdm,AMGNDT995,26,7,40.769,14.700,2.0,2.0,bx0,7,4.98,0.34,bxn,,,,,,,,,19300427_0146_000,1924
2416,MA,1930,04,30,23,21,,Adriatico centrale,ISS,II,42.500,15.500,,,,,,,,,,,,,,,,,,,ISS,42.500,15.500,,,,,,19300430_2321_000,1925
2417,MA,1930,05,06,20,48,,Calabria centro-meridionale,MOLAL008,MM,38.409,16.327,,5,bx,4.35,0.22,Mdm,MOLAL008,27,5-6,38.409,16.327,7.1,10.2,bx0,5,4.35,0.22,bxn,,,,,,,,,19300506_2048_000,1926
2418,MA,1930,05,14,00,01,,Cadore,AMGNDT995,MI,46.609,12.347,,5-6,bx,4.89,0.13,Wmim,AMGNDT995,15,6,46.609,12.347,12.5,19.4,bx0,5-6,4.74,0.32,bxn,SANAL014,46.640,12.280,12.0,4.93,0.15,Pry_msmb,MARAL993,19300514_0001_000,1927
2419,MA,1930,05,24,22,02,,Appennino tosco-emiliano,CASAL996,MM,44.136,10.724,,5,bx,4.91,0.11,Wmim,CASAL996,43,6,44.136,10.724,8.4,11.3,bx0,5,4.48,0.18,bxn,,,,,5.18,0.14,Pry_msmb,MARAL993,19300524_2202_000,1928
2420,MA,1930,07,04,21,06,43.00,Vanoise,SISFR014,MM,45.347,6.594,,5,bx,4.42,0.12,Wmim,SISFR014,61,5-6,45.347,6.594,6.2,3.9,bx0,5,4.29,0.19,bxn,,,,,4.55,0.18,Pry_msmb,MARAL993,19300704_2106_000,1929
2421,MA,1930,07,10,13,01,41.00,Lošinj,HERA995,PC,45.290,14.610,,5,pc,4.16,0.46,MIo,,,,,,,,,,,,,,,,,,,,,19300710_1300_000,1930
2422,MA,1930,07,23,00,08,,Irpinia,GALAL002,MI,41.068,15.318,,10,bx,6.67,0.08,Wmim,GALAL002,547,10,41.068,15.318,4.1,8.1,bx0,10,6.69,0.10,bxn,PINAL008,41.070,15.360,14.6,6.62,0.16,Pry_msmb,MARAL993,19300723_0008_000,1931
2423,MA,1930,08,04,15,02,23.00,Marche meridionali,MOLAL008,MM,43.049,13.435,,5-6,bx,4.44,0.36,Mdm,MOLAL008,24,6,43.049,13.435,6.0,8.5,bx0,5-6,4.44,0.36,bxn,,,,,,,,,19300804_1502_000,1932
2424,MA,1930,08,30,20,35,,Val di Susa,CFTI4med,MM,45.098,7.357,,4-5,bx,3.93,0.46,Mdm,CFTI4med,4,5,45.098,7.357,1.2,2.0,bx0,4-5,3.93,0.46,bxi,,,,,,,,,19300830_2135_000,
2425,MA,1930,09,24,19,10,55.00,Reggiano,ISS,II,44.600,10.600,,,,,,,,,,,,,,,,,,,ISS,44.600,10.600,,,,,,19300924_1910_000,1933
2426,MA,1930,10,07,09,18,29.00,Cascia,MOLAL008,MM,42.798,13.026,,4-5,bx,3.93,0.46,Mdm,MOLAL008,2,5-6,42.798,13.026,8.9,1.1,bx0,4-5,3.93,0.46,bxi,,,,,,,,,19301007_0918_000,1934
2427,MA,1930,10,07,23,27,,Tirol. Namlos,ZAMG010,PC,47.360,10.660,,7-8,pc,5.33,0.46,MIo,,,,,,,,,,,,,,,,,,,,,19301007_2327_000,1935
